Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Dolar
2021-05-19 00:00:00-03:00,67.71,68.12,66.34,67.8,32914300.0,0.0,0.0,5.34
2021-05-20 00:00:00-03:00,67.47,67.71,66.56,67.11,20951000.0,0.0,0.0,5.34
2021-05-21 00:00:00-03:00,67.11,67.19,65.53,66.08,27775000.0,0.0,0.0,5.44
2021-05-24 00:00:00-03:00,65.23,66.52,64.93,66.31,19332500.0,0.0,0.0,5.44
2021-05-25 00:00:00-03:00,66.61,66.98,64.49,64.66,23310100.0,0.0,0.0,5.44
2021-05-26 00:00:00-03:00,64.25,66.63,64.04,66.56,28241800.0,0.0,0.0,5.35
2021-05-27 00:00:00-03:00,66.92,67.7,66.3,67.04,55448700.0,0.0,0.0,5.27
2021-05-28 00:00:00-03:00,67.11,68.1,66.09,67.4,25153500.0,0.0,0.0,5.24
2021-05-31 00:00:00-03:00,67.95,69.39,67.95,69.33,17812600.0,0.0,0.0,5.22
2021-06-01 00:00:00-03:00,70.67,71.27,68.37,68.37,31468400.0,0.0,0.0,5.22
2021-06-02 00:00:00-03:00,68.99,69.88,68.55,69.34,20338300.0,0.0,0.0,5.3
2021-06-04 00:00:00-03:00,69.16,69.33,67.88,68.19,18455100.0,0.0,0.0,5.31
2021-06-07 00:00:00-03:00,67.77,68.04,66.86,67.53,22746100.0,0.0,0.0,5.27
2021-06-08 00:00:00-03:00,67.94,68.11,66.26,66.39,22676500.0,0.0,0.0,5.27
2021-06-09 00:00:00-03:00,66.44,68.46,65.96,67.77,22517600.0,0.0,0.0,5.26
2021-06-10 00:00:00-03:00,67.78,68.47,67.07,67.54,30750900.0,0.0,0.0,5.31
2021-06-11 00:00:00-03:00,68.46,69.31,68.26,69.06,18359200.0,0.0,0.0,5.28
2021-06-14 00:00:00-03:00,69.4,69.63,68.32,68.69,19212700.0,0.0,0.0,5.36
2021-06-15 00:00:00-03:00,68.72,68.77,67.19,67.34,20587900.0,0.0,0.0,5.32
2021-06-16 00:00:00-03:00,67.34,67.42,65.25,65.32,38217700.0,0.0,0.0,5.33
2021-06-17 00:00:00-03:00,65.04,65.93,63.36,63.96,33680600.0,0.0,0.0,5.31
2021-06-18 00:00:00-03:00,64.63,65.89,64.34,65.89,59819400.0,0.0,0.0,5.24
2021-06-21 00:00:00-03:00,65.08,66.86,64.71,66.51,22673600.0,0.0,0.0,5.24
2021-06-22 00:00:00-03:00,66.86,67.69,66.55,67.28,18576100.0,0.0,0.0,5.22
2021-06-23 00:00:00-03:00,67.89,69.01,67.74,68.29,29491400.0,0.0,0.0,5.15
2021-06-24 00:00:00-03:00,68.81,68.93,67.92,68.39,23136700.0,2.19,0.0,5.07
2021-06-25 00:00:00-03:00,68.74,70.2,68.61,69.23,26139200.0,0.0,0.0,5.08
2021-06-28 00:00:00-03:00,69.75,70.03,67.76,68.12,18866400.0,0.0,0.0,5.04
2021-06-29 00:00:00-03:00,68.12,69.63,68.12,69.3,19589500.0,0.0,0.0,5.05
2021-06-30 00:00:00-03:00,68.88,70.39,68.79,69.75,18903100.0,0.0,0.0,5.03
2021-07-01 00:00:00-03:00,69.85,70.44,68.22,68.54,22129200.0,0.0,0.0,5.06
2021-07-02 00:00:00-03:00,68.98,69.98,68.72,69.96,19688800.0,0.0,0.0,5.05
2021-07-05 00:00:00-03:00,70.15,70.19,69.15,69.7,13732900.0,0.0,0.0,5.12
2021-07-06 00:00:00-03:00,69.91,70.43,69.4,70.07,19028000.0,0.0,0.0,5.06
2021-07-07 00:00:00-03:00,70.71,71.19,70.21,70.28,21460000.0,0.0,0.0,5.04
2021-07-08 00:00:00-03:00,68.99,70.53,68.67,70.0,21824500.0,0.0,0.0,5.05
2021-07-12 00:00:00-03:00,71.02,71.63,70.83,70.87,22333300.0,0.0,0.0,5.01
